AF3,AF4,F3,F4,F7,F8,FC5,FC6,O1,O2,P7,P8,T7,T8,Frontal,Temporal,Parietal,Occipital,Fronto-central,Participant,Game,Emotion,satisfaction,boredom,horrible,calm,funny,gender,arousal,valence
11.8427,5.5759,30.0605,-13.6606,31.6884,-15.2681,-23.7701,-10.7237,-6.9333,1.0162,36.0888,4.974,11.0444,0.26646,8.373133333333334,5.65543,20.5314,-2.95855,-17.2469,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
19.4796,13.5888,42.1687,-5.4208,29.048,-3.2219,-8.2439,-7.2981,-15.792,2.8102,40.4155,-5.5273,15.9466,4.8881,15.9404,10.41735,17.4441,-6.4909,-7.771,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
16.9195,9.5268,40.1027,-10.1967,25.9138,-9.0571,6.3507,-20.3084,-23.6547,-10.8067,23.8906,-14.0059,17.3084,-3.2891,12.2015,7.00965,4.942349999999999,-17.2307,-6.97885,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
4.311,12.2015,26.1032,3.8629,22.9672,-8.9781,6.8974,-14.9164,-14.352,-19.8971,17.08,-3.4276,14.879,-2.6281,10.07795,6.12545,6.826199999999999,-17.12455,-4.009499999999999,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
13.7907,12.8607,17.5813,5.0224,20.1988,-13.5398,5.0922,-0.57232,-21.3747,-18.2392,13.7367,-6.4678,5.1752,-1.0791,9.319016666666665,2.04805,3.63445,-19.80695,2.25994,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
19.4563,-1.8228,14.6715,-9.3789,11.5666,-21.0749,1.0764,-8.8854,-30.2942,-16.2171,-1.1875,-8.8619,3.937,2.696,2.2363,3.3165,-5.0247,-23.25565,-3.904500000000001,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
4.1889,-13.3072,9.6172,-22.9162,7.6268,-23.9843,-2.234,-22.4523,-36.3604,-26.8378,-8.812,-6.9398,1.3822,5.78,-6.462466666666667,3.5811,-7.8759,-31.5991,-12.34315,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-10.1625,-6.4798,7.6485,-19.3104,4.8502,-20.2263,-6.2735,-21.8452,-29.078,-25.6912,5.1654,-9.7688,-1.947,9.6068,-7.28005,3.8299,-2.3017000000000003,-27.3846,-14.059349999999998,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-1.7575,2.2564,10.8999,-5.1672,8.2686,-7.8835,-10.5347,-6.4345,-13.2333,-19.513,0.2179,-7.3277,4.6619,13.6679,1.1027833333333332,9.1649,-3.5549,-16.373150000000003,-8.4846,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
6.2313,-6.6905,12.5649,-8.1034,2.6717,-21.5104,0.76343,-14.1199,-16.8001,-29.9355,-13.2439,-10.1343,1.1368,2.1818,-2.4727333333333337,1.6593,-11.6891,-23.367800000000003,-6.678235,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-6.199,-11.8539,15.5204,-19.6737,-9.5451,-34.3198,14.8176,-24.402,-25.0668,-31.8488,-12.4488,-19.7282,-10.9888,-8.1511,-11.01185,-9.56995,-16.0885,-28.4578,-4.7922,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-5.8275,-2.7952,12.7343,-6.4368,5.1277,-18.1606,3.5385,-11.8086,-17.9989,-16.0261,-13.5568,-20.4003,-5.6928,-1.1699,-2.559683333333333,-3.43135,-16.978550000000002,-17.0125,-4.13505,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
8.6221,4.7923,13.8256,4.1518,18.92,-2.971,-7.8035,2.9999,-2.8189,-0.96449,-7.179,-5.0763,8.7488,10.0299,7.890133333333334,9.38935,-6.12765,-1.891695,-2.4018,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
4.6704,0.33079,11.6048,-10.1973,16.9449,0.9176,-1.3068,-7.1061,-7.9387,6.7886,-10.9213,-0.78548,10.3548,3.3997,4.045198333333333,6.87725,-5.85339,-0.5750500000000001,-4.20645,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
4.3906,4.9485,16.4733,-9.8614,1.8282,1.7893,8.9735,-3.8976,-21.5624,14.7288,-15.8309,-13.723,-4.1784,-7.0063,3.261416666666666,-5.59235,-14.77695,-3.4168000000000003,2.5379499999999995,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
15.7205,10.6796,26.1501,3.2508,-12.3815,5.8555,11.6814,1.437,-7.56,11.5261,-2.3605,-14.2913,5.8111,-9.8322,8.2125,-2.0105500000000003,-8.3259,1.98305,6.5592,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
8.7488,0.30139,13.9155,1.6654,-3.8434,-8.5958,8.6619,-12.7492,6.9936,-3.2655,11.8811,-6.4773,14.2735,-6.9237,2.031981666666667,3.6749,2.7019,1.86405,-2.0436500000000004,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
5.9044,-5.746,8.9066,1.1014,10.4872,-22.1801,5.8236,-20.1436,20.674,0.82889,25.2683,2.7216,18.5174,-4.1897,-0.254416666666667,7.163849999999999,13.99495,10.751445,-7.16,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
12.5072,0.62763,22.4722,7.0642,12.4524,-6.7493,2.228,-6.4135,26.9425,14.8792,37.8522,6.7327,16.9437,-0.69203,8.062388333333335,8.125835,22.29245,20.91085,-2.09275,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-2.3433,-2.6563,22.7915,0.61143,-2.3947,-8.0111,-7.6445,-12.0576,11.2259,16.5805,21.481,11.4295,1.827,1.6685,1.332921666666666,1.74775,16.45525,13.9032,-9.85105,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-9.4352,-13.1625,7.324,-13.5253,-11.338,-16.3416,-12.287,-16.4354,-3.5476,1.4856,6.0922,7.4979,-12.0076,4.8142,-9.4131,-3.5967,6.79505,-1.031,-14.3612,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
5.2309,-5.8807,15.8838,-9.2798,1.3996,-2.3756,-4.1296,-2.4637,6.3149,2.0487,-4.1998,-2.2267,-3.867,6.3803,0.8297000000000002,1.25665,-3.21325,4.1818,-3.29665,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
5.1934,6.9936,27.4514,5.377,9.1999,1.9405,-9.9107,0.92946,5.4724,-1.3205,-4.4115,-0.70222,5.1766,12.0264,9.3593,8.6015,-2.55686,2.07595,-4.49062,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-9.2182,-2.238,14.2105,5.7944,-4.8012,-12.2759,-4.2149,-9.7919,-8.956,-12.835,-18.2468,-4.834,-9.234,6.2036,-1.4214,-1.5152,-11.5404,-10.8955,-7.0034,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-9.4046,-15.552,6.4022,2.2009,-18.6131,-21.5541,10.138,-11.523,-5.4483,-11.6008,-16.9643,-17.0641,-14.9848,-3.907,-9.420116666666669,-9.4459,-17.014200000000002,-8.52455,-0.6924999999999999,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
0.43392,-19.256,4.1636,8.5605,-19.6272,-19.3336,11.6606,-14.5415,8.9786,-16.4692,-12.2357,-18.8229,-8.5204,0.9646,-7.509796666666666,-3.7779,-15.5293,-3.7453,-1.4404499999999991,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
4.5818,-5.5796,8.0868,16.858,-4.3496,-18.6368,-3.139,-3.9306,14.2807,-15.0178,-5.4731,-3.5935,-14.0385,15.0067,0.1601000000000005,0.4840999999999997,-4.5333,-0.3685499999999999,-3.5348,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
0.13298,-8.4907,6.2103,11.6725,-6.1308,-21.6925,-8.3274,-4.1589,-0.024403,-12.7254,-11.174,-6.3482,-27.2962,9.2815,-3.049703333333333,-9.00735,-8.761099999999999,-6.3749015,-6.24315,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-3.1213,-16.7928,8.1567,7.7259,-19.863,-13.4348,6.2723,-4.373,7.8605,-18.9181,-19.3142,-13.8508,-23.6158,-1.0142,-6.221550000000001,-12.315,-16.5825,-5.5288,0.94965,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-13.136,-13.9303,2.1016,5.4074,-13.3832,-13.5564,2.4615,-8.7482,6.4611,-25.2032,-16.3004,-12.0929,-19.4167,-2.8083,-7.749483333333333,-11.1125,-14.19665,-9.37105,-3.1433500000000003,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-4.464,-3.3561,7.0776,-0.017359,1.5198,-15.9889,-2.7874,-14.2517,3.7549,-9.591,-1.2224,1.1545,-21.4975,2.4614,-2.5381598333333333,-9.51805,-0.0339499999999999,-2.91805,-8.519549999999999,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
1.8319,-9.1836,8.0438,-7.9006,-12.6714,-25.6965,0.62614,-18.4974,0.28335,-13.8408,-13.3941,-13.0147,-30.8737,-0.93253,-7.596066666666666,-15.903115,-13.2044,-6.778725,-8.93563,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-3.3788,-14.6606,-0.32224,-3.2531,-26.0111,-27.4009,0.12494,-12.2868,-2.9799,-27.1104,-23.2565,-26.3338,-22.9932,2.3688,-12.504456666666664,-10.3122,-24.79515,-15.04515,-6.08093,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-15.233,-14.7083,-6.7954,-4.9124,-19.1606,-25.756,1.9728,-12.4768,-1.873,-26.6869,-8.8761,-25.3057,-15.1202,0.37217,-14.427616666666664,-7.374015,-17.0909,-14.27995,-5.252000000000001,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-13.3917,-5.4787,1.0321,1.8749,-3.911,-27.9205,0.92633,-10.801,11.2236,-10.9857,1.858,-9.6873,-17.9238,-1.5047,-7.965816666666666,-9.71425,-3.91465,0.1189499999999998,-4.937335,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-1.9231,-2.8319,6.0709,4.0805,-13.6037,-29.4916,-3.3028,-3.1968,11.941,-2.6309,-4.2824,-4.1939,-12.6749,2.7591,-6.283149999999999,-4.9579,-4.23815,4.65505,-3.2498,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
6.0766,-11.4726,7.0984,2.4448,-9.5403,-13.6221,2.9243,-0.68594,2.4139,0.77325,5.7143,-6.2604,2.1856,-1.5799,-3.1692,0.3028499999999999,-0.27305,1.593575,1.11918,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
18.6966,-6.1467,15.9472,11.5729,5.1321,1.2953,16.8488,7.7018,11.5438,0.72641,19.4714,5.2444,11.6051,-6.1227,7.749566666666667,2.7412,12.3579,6.135104999999999,12.2753,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
21.2851,-3.9229,17.7735,15.5161,7.4191,6.8711,29.9379,8.1683,17.3441,-7.6638,15.3328,11.4227,11.8374,-15.9573,10.823666666666668,-2.05995,13.37775,4.84015,19.0531,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
13.9787,-6.0061,19.0248,20.6136,12.0743,10.6319,38.4318,4.4315,21.4047,4.3898,16.7314,13.056,24.5754,-23.811,11.719533333333333,0.3821999999999992,14.8937,12.89725,21.43165,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
8.0392,-6.1094,22.9849,14.2751,25.4498,24.094,26.3871,6.4837,28.9311,12.0089,23.6109,12.7362,24.4918,-22.8468,14.788933333333333,0.8224999999999998,18.17355,20.47,16.4354,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
7.5564,-6.6705,15.1129,5.072,16.7785,17.3585,10.7039,1.4571,16.0651,2.0137,11.0641,12.8997,10.0376,-30.7507,9.2013,-10.35655,11.9819,9.0394,6.080500000000001,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
8.0307,-10.9079,1.2215,-0.79715,1.6718,2.4052,-1.8075,-12.7303,1.0012,0.96604,1.1256,16.7633,10.3631,-43.0057,0.2706916666666666,-16.3213,8.94445,0.98362,-7.2689,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
0.59316,-9.7893,-0.24313,8.989,15.2079,7.3621,-2.1632,-15.9514,15.0411,15.0081,15.158,15.2935,23.8413,-48.1211,3.686621666666666,-12.1399,15.22575,15.0246,-9.0573,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-13.5424,-12.4478,-0.69173,16.3335,22.1793,-2.818,5.8505,-15.4584,28.2387,28.2076,28.3486,3.7103,36.5108,-39.2045,1.5021450000000005,-1.34685,16.02945,28.22315,-4.80395,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-22.7446,-23.2947,-3.896,10.2523,7.4003,-13.3145,19.5994,-27.051,33.3128,30.3128,21.171,16.9359,25.1337,-45.6633,-7.599533333333333,-10.2648,19.05345,31.812800000000003,-3.7258,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-27.4079,-29.7804,-17.111,6.3909,-7.1437,1.5843,6.1784,-35.1667,17.214,14.3941,7.3802,30.0197,9.5257,-57.0235,-12.244633333333333,-23.7489,18.69995,15.80405,-14.49415,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-22.9813,-13.8936,-22.5764,14.3549,-2.3535,15.5893,-3.467,-21.9275,16.8329,14.1822,9.7196,34.9866,5.8951,-46.4587,-5.310099999999999,-20.2818,22.3531,15.507549999999998,-12.69725,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-31.3407,-14.6394,-34.6709,-0.60637,7.5261,19.8429,1.8422,-34.7119,7.9391,1.7375,-4.3118,30.5688,-4.1969,-35.7873,-8.981395000000001,-19.9921,13.1285,4.8383,-16.43485,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-30.8521,-21.6444,-29.3444,-1.31,-7.0255,6.1309,15.8317,-43.5716,5.1438,-11.8154,-9.1547,30.1255,-14.6112,-35.9591,-14.007583333333336,-25.28515,10.485399999999998,-3.3358000000000003,-13.86995,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-27.6092,-17.0995,-19.7003,5.7248,-20.7039,9.9375,5.4189,-30.2903,7.1541,-11.5701,-4.4319,22.29,-21.6179,-40.7577,-11.5751,-31.1878,8.92905,-2.208,-12.4357,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-20.8514,-5.4079,-23.6186,12.3379,-5.3617,21.8622,-5.5718,-25.2271,19.2459,3.2241,4.6451,32.5463,-18.9295,-24.2122,-3.506583333333334,-21.57085,18.5957,11.235,-15.39945,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-14.9632,-13.4305,-28.6949,10.6695,9.06,14.0579,-1.5276,-37.8135,10.6714,17.1306,3.4391,41.7223,-24.2863,-10.4262,-3.883533333333333,-17.35625,22.5807,13.901,-19.67055,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-13.6022,-22.363,-18.1613,5.8562,-5.5836,18.3157,5.5198,-27.4731,7.7125,21.2927,2.7687,39.6831,-23.2932,-9.3366,-5.923033333333332,-16.3149,21.225900000000003,14.5026,-10.97665,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-26.8861,-30.76,-23.1005,1.3305,-19.3486,21.3902,6.5795,-23.5066,11.4233,17.6961,-4.3536,31.2732,-19.5766,-6.4582,-12.89575,-13.0174,13.4598,14.5597,-8.46355,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-36.2144,-25.6677,-35.1627,5.4246,-4.0877,9.4412,12.214,-33.6891,7.492,22.6628,-0.84565,36.3534,-11.4454,8.0293,-14.377783333333332,-1.70805,17.753875,15.0774,-10.737550000000002,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-32.1866,-22.2727,-34.9079,0.46153,2.8378,-5.2252,-2.6188,-35.3781,3.3322,19.4481,-0.79535,25.8247,-12.6136,18.954,-15.215511666666666,3.1702000000000004,12.514675,11.39015,-18.99845,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-18.1981,-17.2269,-18.7134,13.4184,-11.4325,9.1874,-6.9111,-19.1554,11.4797,8.0792,1.1073,23.3475,-2.5829,25.2361,-7.160849999999999,11.3266,12.2274,9.77945,-13.03325,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-23.1351,-24.0767,-18.2424,11.2225,-21.2244,10.0279,-5.1056,-13.0925,2.9075,-6.5055,-4.0599,26.1211,-7.5287,17.6939,-10.9047,5.082599999999999,11.0306,-1.7989999999999997,-9.09905,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
-20.8197,-17.9949,-15.2933,11.4764,-11.6039,2.0065,-7.5819,-10.4525,11.0801,-6.3911,0.82084,36.6107,-8.0043,24.9793,-8.704816666666666,8.487499999999999,18.71577,2.3445,-9.0172,S22,G2,Satisfaction,0.8555277382080453,-0.3236488890015773,-0.5,0.9836448809953706,1.1801936887041646,M,0.0201976967103713,2.9874874587011124
